Point Number;X cooridnate;Y coordinate;Z coordinate
3767;-744;640;617
3768;-475;543;531
3769;177;310;-31
3770;-509;677;-89
3771;-800;-73;-55
3772;725;886;-583
3773;27;-110;107
3774;-666;463;301
3775;636;-542;-727
3776;93;534;28
3777;-481;400;-158
3778;-571;695;412
3779;314;-480;-398
3780;548;433;-58
3781;707;623;-562
3782;-704;-803;6
3783;700;817;908
3784;-620;-563;-530
3785;851;773;-412
3786;-869;-580;565
3787;558;487;-132
3788;357;-477;-367
3789;-363;623;-401
3790;-120;-578;535
3791;641;-710;-553
3792;42;586;165
3793;563;574;-515
3794;40;626;367
3795;-442;-204;-51
3796;-215;-420;530
3797;558;800;834
3798;-571;-617;-12
3799;-575;381;477
3800;11;82;521
3801;-531;-42;555
3802;-674;-220;744
3803;291;325;48
3804;-632;-603;36
3805;-589;-578;-142
3806;-612;-662;569
3807;67;-310;222
3808;-373;717;-46
3809;753;522;-351
3810;527;174;-128
3811;206;778;63
3812;-711;-530;-720
3813;-189;-488;207
3814;496;-218;424
3815;-14;-292;-601
3816;692;800;-373
3817;571;-629;528
3818;-161;604;-900
3819;586;-388;466
3820;-396;54;787
3821;674;-521;-813
3822;-20;54;-598
3823;147;-201;-554
3824;-198;161;-515
3825;14;-53;-621
3826;-111;-464;531
3827;473;-509;351
3828;727;737;614
3829;386;-343;-517
3830;315;773;59
3831;-54;-725;425
3832;-3;512;-820
3833;512;639;702
3834;-380;599;-232
3835;-278;-613;611
3836;619;164;-650
3837;-647;679;614
3838;752;588;-636
3839;-88;-160;355
3840;52;541;170
3841;134;485;150
3842;-587;-20;567
3843;502;157;-785
3844;393;189;598
3845;572;854;-307
3846;567;-574;640
3847;-357;-646;-730
3848;509;-95;-529
3849;261;101;641
3850;-139;-364;226
3851;-602;-176;94
3852;17;-414;270
3853;-582;-173;761
3854;106;711;144
3855;671;143;-439
3856;831;-523;-655
3857;-79;16;-703
3858;-381;-569;558
3859;687;584;548
3860;92;-579;-437
3861;-716;-603;874
3862;-74;-338;128
3863;-611;-144;-175
3864;-402;-363;793
3865;-732;-827;647
3866;527;64;-667
3867;-194;774;-796
3868;-555;-330;703
3869;-375;571;-37
3870;-110;144;-549
3871;-275;549;-528
3872;-162;112;-379
3873;367;502;-75
3874;-921;-718;603
3875;539;807;606
3876;-297;-248;93
3877;-53;748;173
3878;423;-400;492
3879;-546;-738;-771
3880;257;-258;-416
3881;79;310;543
3882;-648;-624;-474
3883;-470;604;-15
3884;-261;-172;763
3885;699;509;-463
3886;798;631;-418
3887;754;191;-485
3888;62;-663;526
3889;-274;-111;-675
3890;496;-545;455
3891;538;526;-367
3892;-292;-141;281
3893;-591;-791;588
3894;798;-652;-641
3895;-828;-46;-64
3896;-166;-610;638
3897;-658;-456;-195
3898;-155;572;-586
3899;-770;-738;5
3900;27;-133;-636
3901;694;-433;-625
3902;623;-581;-648
3903;850;-436;-588
3904;-653;-50;-358
3905;-324;-238;66
3906;30;606;-725
3907;405;109;-699
3908;230;-358;-626
3909;58;267;641
3910;344;-582;470
3911;742;581;643
3912;58;-478;-482
3913;-85;546;-508
3914;-597;-173;857
3915;-558;-81;915
3916;342;269;563
3917;653;845;920
3918;-598;277;510
3919;469;-97;-555
3920;667;504;806
3921;104;-134;-425
3922;700;306;-668
3923;-567;-842;-95
3924;290;553;224
3925;-706;-507;-32
3926;-806;-673;-215
3927;-641;326;387
3928;352;-582;571
3929;469;4;-485
3930;570;862;593
3931;-479;-632;-21
3932;-5;-655;741
3933;242;349;57
3934;-106;-764;706
3935;-593;579;-155
3936;-458;-316;581
3937;583;423;-154
3938;522;-556;-792
3939;-362;678;-762
3940;533;388;-232
3941;-498;466;444
3942;734;563;-549
3943;764;695;721
3944;-539;-677;634
3945;-556;-37;64
3946;279;135;677
3947;42;-556;726
3948;-834;-660;888
3949;513;158;59
3950;495;152;-602
3951;-856;-191;-168
3952;369;716;716
3953;522;681;703
3954;-512;-727;-105
3955;76;736;-36
3956;-227;-129;-6
3957;364;-319;-615
3958;142;-57;583
3959;225;95;669
3960;558;-61;-480
3961;-629;-775;-100
3962;149;901;270
3963;-449;25;883
3964;-61;852;152
3965;-730;601;462
3966;-527;570;-232
3967;53;-57;641
3968;480;643;744
3969;-385;-778;-581
3970;41;-195;51
3971;-177;-28;-726
3972;-500;607;562
3973;402;367;-274
3974;795;-6;-562
3975;661;131;-427
3976;647;796;-375
3977;-425;-359;757
3978;597;363;17
3979;564;369;14
3980;-801;-600;-237
3981;-507;541;521
3982;538;-371;677
3983;192;-233;-357
3984;-301;127;-592
3985;-538;-770;72
3986;576;175;-567
3987;-370;-98;574
3988;218;-443;-547
3989;-42;441;-704
3990;379;718;800
3991;569;331;-143
3992;343;694;200
3993;-328;46;792
3994;-511;-270;-74
3995;586;815;-541
3996;-615;325;638
3997;-272;550;-151
3998;-690;382;641
3999;471;-316;562
4000;-194;-407;585
4001;643;-457;-805
4002;208;114;536
4003;-862;-767;669
4004;548;-637;396
4005;387;822;705
4006;-271;-466;682
4007;-632;575;-252
4008;-640;460;412
4009;662;-724;-713
4010;115;-479;-334
4011;-255;536;-648
4012;-1;-528;737
4013;-859;578;562
4014;689;336;-540
4015;-526;436;-216
4016;-645;-140;564
4017;-689;-601;98
4018;465;47;-701
4019;578;640;769
4020;-510;523;-334
4021;895;672;-409
4022;600;-376;321
4023;634;796;-518
4024;-437;-243;720
4025;881;-584;-535
4026;818;546;-388
4027;-440;-588;-890
4028;-8;-689;418
4029;-526;-811;693
4030;-755;351;564
4031;308;266;74
4032;-660;-601;-185
4033;-41;-795;700
4034;-94;89;-702
4035;645;584;-266
4036;151;625;197
4037;546;-554;-663
4038;766;844;748
4039;-462;458;-219
4040;-580;342;339
4041;-634;-232;72
4042;810;-417;-719
4043;519;559;810
4044;808;-474;-508
4045;-167;-468;479
4046;-806;-864;737
4047;-6;496;256
4048;693;786;-367
4049;651;764;875
4050;-224;-618;660
4051;11;-278;-307
4052;617;169;-45
4053;-68;698;-813
4054;-467;-724;-697
4055;-622;-640;763
4056;264;384;62
4057;-129;761;-664
4058;-607;95;-165
4059;369;306;-34
4060;101;-187;-422
4061;-189;-317;342
4062;-409;-426;-622
4063;729;714;-398
4064;-189;-526;634
4065;-206;-599;801
4066;-39;-402;22
4067;-634;610;662
4068;-311;501;-731
4069;-469;403;416
4070;676;628;-504
4071;675;-457;-611
4072;-186;-764;596
4073;-869;-758;866
4074;-403;-665;-582
4075;-764;-859;924
4076;586;834;839
4077;-272;-511;690
4078;-750;7;-20
4079;-127;552;-471
4080;474;394;116
4081;473;601;858
4082;-285;-46;752
4083;453;688;849
4084;-697;-569;-570
4085;-814;-717;562
4086;-175;600;-879
4087;-274;-682;442
4088;634;-552;652
4089;709;-561;-467
4090;-524;-426;-53
4091;-743;-590;717
4092;-261;-294;-1
4093;101;91;576
4094;589;917;647
4095;-178;440;-693
4096;-489;534;-380
4097;-670;-605;-280
4098;-770;53;-266
4099;-707;397;334
4100;429;179;-653
4101;-212;-674;766
4102;-12;400;-681
4103;-907;-769;847
4104;-575;-779;710
4105;6;-323;157
4106;-461;-122;-213
4107;768;-477;-491
4108;-463;560;504
4109;-510;-476;-575
4110;24;885;95
4111;399;386;111
4112;800;157;-474
4113;-332;-46;788
4114;514;195;-167
4115;-173;498;-784
4116;-778;-866;835
4117;-118;-131;5
4118;-647;96;33
4119;-390;-494;-508
4120;-698;383;630
4121;-692;-764;-229
4122;-81;114;-801
4123;-768;423;656
4124;-479;530;567
4125;-533;-742;70
4126;599;-406;665
4127;-670;-757;-570
4128;-311;507;-551
4129;467;690;-587
4130;699;-516;-621
4131;-173;742;-519
4132;493;649;-428
4133;303;193;-262
4134;775;187;-486
4135;723;-45;-502
4136;232;83;448
4137;315;194;655
4138;418;128;663
4139;-829;-540;666
4140;-316;-39;-442
4141;250;281;493
4142;-269;-191;77
4143;-690;-698;922
4144;567;-402;-765
4145;258;142;829
4146;644;540;-375
4147;436;99;-177
4148;166;838;11
4149;496;-429;-636
4150;542;179;-93
4151;-394;-627;-799
4152;-799;480;279
4153;-633;-848;-131
4154;-423;-393;742
4155;667;666;-427
4156;86;-77;629
4157;244;765;249
4158;-283;536;-322
4159;-505;521;-42
4160;-359;-30;544
4161;407;120;669
4162;495;-446;456
4163;-173;-418;709
4164;615;-662;-795
4165;503;-512;477
4166;-92;582;-884
4167;-621;-241;583
4168;565;342;-124
4169;-679;642;398
4170;-534;-138;890
4171;3;-373;-557
4172;-609;382;468
4173;-715;-112;-63
4174;782;717;-314
4175;-656;-793;-715
4176;-443;689;-83
4177;445;-68;-622
4178;-174;-299;64
4179;187;305;537
4180;-332;42;-491
4181;465;-436;621
4182;309;-222;-407
4183;546;858;807
4184;-662;-163;-50
4185;345;77;549
4186;350;518;10
4187;-12;482;-707
4188;565;-40;-690
4189;721;198;-445
4190;51;768;129
4191;-474;-779;-635
4192;639;263;-400
4193;-648;574;572
4194;-659;370;564
4195;-592;-508;31
4196;-459;-681;-201
4197;-322;-620;593
4198;-358;659;-128
4199;-369;-331;853
4200;16;-413;109
4201;440;-606;655
4202;-268;477;-798
4203;93;682;318
4204;152;66;495
4205;70;-628;612
4206;89;123;819
4207;733;-335;-550
4208;638;602;857
4209;-27;422;-737
4210;600;-671;560
4211;625;-84;-593
4212;524;-516;650
4213;695;615;-385
4214;828;572;-491
4215;57;-104;-551
4216;-459;580;-110
4217;213;-478;-344
4218;186;-391;-505
4219;-490;33;580
4220;378;274;-217
4221;-261;-680;635
4222;-44;207;-471
4223;662;-689;-780
4224;-667;-682;-274
4225;93;-371;-253
4226;-565;-288;-217
4227;-281;-360;88
4228;-658;585;702
4229;-352;-276;664
4230;-572;-133;699
4231;551;8;-483
4232;224;226;-77
4233;817;-620;-730
4234;100;-328;-540
4235;768;196;-491
4236;255;-275;-480
4237;229;850;276
4238;-398;678;-97
4239;93;-266;-435
4240;-705;-834;719
4241;756;-535;-539
4242;549;583;-409
4243;-501;-8;838
4244;667;721;-494
4245;-153;236;-475
4246;-75;-105;217
4247;85;81;777
4248;-177;-108;148
4249;232;106;754
4250;21;481;-710
4251;662;649;834
4252;-699;-570;832
4253;-82;-58;-745
4254;-683;328;593
4255;-587;-529;117
4256;-969;-691;664
4257;-680;45;-23
4258;752;-704;-622
4259;302;-222;-477
4260;524;223;63
4261;220;196;-112
4262;-803;-8;-2
4263;335;801;266
4264;321;-48;610
4265;508;499;-115
4266;519;-566;-675
4267;-490;-594;-166
4268;-109;-600;656
4269;524;209;3
4270;-467;-558;-783
4271;-676;-220;-236
4272;-690;559;-123
4273;-183;-589;635
4274;-558;643;528
4275;-866;-886;685
4276;132;-481;-285
4277;-228;756;-581
4278;-657;-663;81
4279;-732;-541;-45
4280;-592;-541;-85
4281;-158;-549;441
4282;-582;439;392
4283;-611;-780;96
4284;-288;-361;199
4285;-390;681;-662
4286;622;760;542
4287;599;563;-618
4288;232;302;519
4289;726;784;526
4290;-487;91;-117
4291;600;890;-609
4292;-497;812;-225
4293;571;618;-660
4294;486;775;-442
4295;-548;-855;-109
4296;-511;-496;-779
4297;615;359;-141
4298;715;563;-350
4299;-626;-790;813
4300;317;-285;-442
4301;-517;459;320
4302;-304;-716;467
4303;511;798;-397
4304;621;-583;-659
4305;-625;13;-166
4306;292;637;373
4307;-695;-606;137
4308;-483;-109;934
4309;-539;-623;-124
4310;83;-473;-286
4311;-748;84;-208
4312;13;-10;-568
4313;512;176;-118
4314;-223;-463;458
4315;449;-402;712
4316;448;-513;561
4317;121;903;132
4318;365;294;-168
4319;-371;523;-322
4320;646;-519;-429
4321;-518;-679;22
4322;-78;101;-462
4323;674;497;-466
4324;-641;-436;-720
4325;610;657;-306
4326;-620;-495;17
4327;561;-12;-639
4328;-606;630;-296
4329;744;559;618
4330;-497;729;-324
4331;-95;570;-717
4332;700;630;874
4333;-524;-14;-101
4334;-341;58;-632
4335;-180;-54;-401
4336;2;196;472
4337;-50;-88;-495
4338;-648;-518;-63
4339;-721;-609;544
4340;354;179;645
4341;-181;786;-669
4342;-209;-704;395
4343;-782;-480;721
4344;54;738;233
4345;425;115;-537
4346;66;66;522
4347;-681;-212;19
4348;-204;-185;353
4349;89;548;380
4350;452;481;-161
4351;741;796;593
4352;442;353;-271
4353;-565;460;456
4354;-651;506;706
4355;620;-569;-654
4356;522;-473;-674
4357;-859;628;502
4358;329;-426;-400
4359;-832;-171;-221
4360;295;743;232
4361;-551;-125;-301
4362;828;640;737
4363;-675;661;657
4364;853;-533;-627
4365;-376;-315;867
4366;-309;756;-725
4367;732;-585;-509
4368;-537;597;-178
4369;439;803;568
4370;697;-471;419
4371;-632;369;395
4372;676;-311;-458
4373;551;822;913
4374;-325;479;-279
4375;-77;178;-625
4376;-7;-690;460
4377;-386;-157;933
4378;-722;-643;631
4379;65;-206;-622
4380;-114;630;-714
4381;250;171;24
4382;-536;-608;-557
4383;-513;-448;-179
4384;-751;590;593
4385;-262;-591;-574
4386;219;489;111
4387;306;510;-5
4388;812;695;658
4389;555;557;845
4390;219;-212;-502
4391;-290;-602;410
4392;435;-477;397
4393;58;-499;-424
4394;-574;360;586
4395;-582;-631;-33
4396;115;721;338
4397;588;-625;554
4398;-493;-54;44
4399;-775;-706;99
4400;-140;-153;262
4401;-519;-95;812
4402;-870;-706;513
4403;559;-539;488
4404;505;-378;458
4405;265;385;62
4406;417;-500;466
4407;150;337;691
4408;318;283;-179
4409;-228;43;-462
4410;446;-478;340
4411;-663;-664;575
4412;809;-553;-595
4413;-912;-686;799
4414;78;-302;78
4415;713;-504;-821
4416;175;744;315
4417;585;-573;-449
4418;-288;483;-278
4419;-721;490;361
4420;-675;-676;-109
4421;-576;58;672
4422;703;926;-476
4423;-510;-315;727
4424;176;739;395
4425;105;-560;-493
4426;-496;388;-366
4427;-268;783;-755
4428;199;278;7
4429;452;777;611
4430;-486;751;-289
4431;374;240;-18
4432;-646;-459;-563
4433;-641;-806;-622
4434;493;190;-776
4435;93;619;387
4436;-372;-55;757
4437;-411;-54;-89
4438;-577;551;306
4439;404;-12;-541
4440;75;683;363
4441;834;835;-560
4442;-573;-260;1
4443;-97;-693;433
4444;803;-430;-444
4445;-85;-195;-493
4446;554;854;-579
4447;706;707;-217
4448;329;282;-87
4449;-89;709;119
4450;-186;-125;268
4451;-371;446;-287
4452;-371;-699;-499
4453;727;-396;-669
4454;419;-371;365
4455;-489;-278;690
4456;786;547;-391
4457;349;411;-241
4458;35;197;657
4459;-771;-602;100
4460;-516;-699;-442
4461;-873;-837;842
4462;76;-272;164
4463;452;-247;542
4464;-471;382;-185
4465;-622;-539;-675
4466;71;565;372
4467;114;-481;-380
4468;608;-632;-432
4469;241;-279;-373
4470;-686;-263;-198
4471;98;538;306
4472;496;315;-104
4473;-290;-172;-598
4474;-105;-475;612
4475;589;-65;-617
4476;649;877;719
4477;479;425;-234
4478;714;-338;-568
4479;597;618;-651
4480;-738;584;425
4481;482;116;-566
4482;263;175;525
4483;-371;33;739
4484;-539;634;-44
4485;245;91;740
4486;393;-322;589
4487;-425;-372;696
4488;-692;-907;717
4489;593;656;-374
4490;142;261;569
4491;187;275;687
4492;782;864;-552
4493;749;-309;-686
4494;-668;-177;798
4495;759;825;-630
4496;750;-417;-501
4497;216;91;697
4498;804;676;-255
4499;-293;-547;-775
4500;625;-625;-663
4501;341;-400;616
4502;591;-575;-539
4503;-78;752;311
4504;-651;-123;-182
4505;-159;-312;338
4506;-177;619;-574
4507;-313;-406;214
4508;219;512;76
4509;168;104;447
4510;-721;461;252
4511;-670;657;602
4512;-271;-388;277
4513;-128;-143;-712
4514;104;-137;-424
4515;429;130;-592
4516;184;296;473
4517;-703;-603;-306
4518;-430;-707;-190
4519;-567;701;508
4520;-471;407;-168
4521;291;-381;452
4522;621;-638;-423
4523;-314;-680;633
4524;-831;38;-222
4525;-660;-911;675
4526;-497;-622;-237
4527;-221;-445;244
4528;463;-242;535
4529;164;268;674
4530;-628;-662;-671
4531;790;80;-659
4532;588;-379;586
4533;789;568;724
4534;-170;-787;495
4535;683;912;-342
4536;18;854;108
4537;-647;-662;-808
4538;-121;-695;703
4539;495;-409;384
4540;39;661;131
4541;532;-452;-440
4542;569;622;546
4543;626;-55;-655
4544;-258;-203;123
4545;-167;565;-524
4546;-20;-391;-484
4547;36;638;38
4548;-690;472;601
4549;518;154;-627
4550;817;694;-557
4551;-32;-19;-602
4552;-702;-629;-167
4553;-646;-65;-109
4554;493;-400;-684
4555;464;254;-627
4556;705;943;-501
4557;-379;521;-374
4558;4;679;-844
4559;706;184;-466
4560;678;-685;-538
4561;246;603;292
4562;19;-201;-542
4563;-669;532;316
4564;-733;-239;-56
4565;-427;-729;-834
4566;-508;603;-247
4567;609;-322;379
4568;-466;-482;-648
4569;-637;535;-153
4570;56;774;144
4571;400;153;-537
4572;-634;-848;-209
4573;-814;-122;-184
4574;-605;-82;82
4575;187;664;270
4576;642;-335;-498
4577;249;566;182
4578;-36;-612;499
4579;-740;-614;22
4580;63;182;486
4581;-550;-226;843
4582;512;202;26
4583;-186;118;-663
4584;650;844;-324
4585;-457;-150;-191
4586;-330;-607;608
4587;-404;-602;-482
4588;661;64;-716
4589;-869;396;441
4590;614;-89;-647
4591;600;598;-461
4592;-235;-84;645
4593;725;784;613
4594;381;-586;642
4595;85;-287;245
4596;-608;426;463
4597;501;-299;602
4598;-223;515;-859
4599;49;-283;-534
4600;-240;428;-766
4601;509;220;-381
4602;-31;533;193
4603;589;-506;700
4604;-595;-740;868
4605;692;-482;-597
4606;32;696;-784
4607;-506;601;604
4608;-499;-679;25
4609;25;529;-528
4610;246;143;-70
4611;-790;-693;839
4612;766;763;-510
4613;-580;-645;-763
4614;-273;-62;-663
4615;-665;466;543
4616;70;-39;560
4617;428;396;-75
4618;186;-229;-591
4619;150;579;356
4620;529;-584;423
4621;870;639;-394
4622;-654;-823;735
4623;-380;-174;517
4624;449;-455;685
4625;694;942;-411
4626;-187;-345;151
4627;-127;136;-494
4628;89;688;12
4629;-689;-764;879
4630;845;-559;-661
4631;-181;-132;67
4632;-715;523;360
4633;564;-551;-649
4634;-444;-324;656
4635;-216;-825;643
4636;-516;-499;-724
4637;624;649;516
4638;-268;741;-770
4639;-212;-32;-662
4640;-784;31;-8
4641;829;-461;-709
4642;255;-324;-424
4643;-221;424;-674
4644;-655;-636;606
4645;547;-307;535
4646;771;199;-463
4647;-681;60;55
4648;-666;561;666
4649;-770;422;380
4650;104;652;255
4651;-421;-201;697
4652;570;797;-259
4653;211;818;288
4654;-716;-748;714
4655;-545;528;634
4656;-297;461;-233
4657;48;750;295
4658;564;929;749
4659;-493;-754;-852
4660;-6;-176;-613
4661;-279;554;-747
4662;-706;598;566
4663;236;289;-143
4664;-539;-724;-868
4665;-615;-471;-57
4666;-226;-48;-427
4667;371;-557;434
4668;656;-649;-522
4669;121;536;162
4670;-134;-710;561
4671;-319;-492;513
4672;779;-488;-657
4673;-604;-590;833
4674;660;913;612
4675;628;726;-680
4676;-614;-548;-768
4677;106;501;315
4678;280;65;518
4679;-299;771;-620
4680;-691;-121;718
4681;480;-396;531
4682;518;-107;-491
4683;-92;-522;402
4684;469;48;-526
4685;-190;104;-590
4686;-181;400;-775
4687;547;661;860
4688;619;-86;-702
4689;-126;400;-797
4690;-528;-698;-153
4691;-313;-664;513
4692;-423;626;-24
4693;-328;-112;-599
4694;-642;-722;735
4695;-259;740;-653
4696;-250;-82;65
4697;463;800;-461
4698;652;840;575
4699;-189;701;-651
4700;-540;-235;882
4701;676;-512;-668
4702;-181;716;-849
4703;612;77;-460
4704;-51;-630;601
4705;-553;391;315
4706;-86;-112;-535
4707;-378;-508;-547
4708;458;-513;685
4709;-834;469;274
4710;331;-304;472
4711;-705;81;-232
4712;-174;-483;785
4713;-561;-770;-517
4714;-138;-303;368
4715;-64;-609;618
4716;-266;-60;-564
4717;-572;644;477
4718;-501;575;-287
4719;-649;-716;49
4720;-339;588;-677
4721;-167;-501;740
4722;538;786;-422
4723;-125;-563;716
4724;-580;-779;827
4725;-804;-681;-117
4726;635;673;-339
4727;-718;-467;-224
4728;259;-498;-388
4729;523;-570;510
4730;-664;-806;695
4731;-372;781;-147
4732;-654;100;-196
4733;-681;618;498
4734;-801;-159;-189
4735;-306;574;-238
4736;-326;35;-743
4737;182;630;158
4738;-521;-165;-63
4739;-13;-359;-411
4740;-266;-596;600
4741;-138;681;-452
4742;507;-482;-510
4743;46;-290;86
4744;-631;-101;-33
4745;714;238;-638
4746;-534;-561;-136
4747;-927;-648;794
4748;-822;483;367
4749;-69;-619;586
4750;553;508;-426
4751;-212;682;-764
4752;433;316;-194
4753;-44;548;125
4754;-75;-123;-498
4755;700;170;-715
4756;645;-318;499
4757;-345;-251;609
4758;-565;604;-317
4759;-639;-135;-212
4760;-318;-611;-729
4761;320;225;586
4762;575;765;-679
4763;-638;-235;-198
4764;-895;417;402
4765;-635;-750;571
4766;-556;-180;-210
4767;-161;-337;172
4768;-350;51;-495
4769;-356;529;-603
4770;297;-58;502
4771;-386;-679;-847
4772;-425;-588;-581
4773;805;783;-358
4774;-346;-170;627
4775;275;109;-125
4776;-292;8;-418
4777;-281;-116;150
4778;-679;435;504
4779;-392;-111;849
4780;-571;395;365
4781;-190;-578;451
4782;-717;-525;821
4783;675;150;-606
4784;-524;69;729
4785;-356;-110;922
4786;-29;-194;343
4787;-490;-166;-8
4788;-579;-802;-666
4789;528;-310;-578
4790;-626;-209;34
4791;-669;-619;506
